oa_id,region,region_key,title,first_author,year,cites,venue,doi,measures,measure_setting,open_world
W4405909720,Scale & society platforms,D,BharatSim: An agent-based modelling framework for India,Philip Cherian,2024,6,PLoS Computational Biology,https://doi.org/10.1371/journal.pcbi.1012682,,,
W4387029949,Scale & society platforms,D,"Status, cognitive overload, and incomplete information in advice-seeking networks: An agent-based model",Francesco Renzini,2023,6,Social Networks,https://doi.org/10.1016/j.socnet.2023.09.001,,,
W4388143402,Scale & society platforms,D,Understanding the Effects of Social Value Orientations in Shaping Regulatory Outcomes through Agent-Based Modeling: An Application in Organic Farming,Saba Siddiki,2023,6,International Review of Public Policy,https://doi.org/10.4000/irpp.3398,,,
W4365145927,Scale & society platforms,D,Developing an agent-based model to minimize spreading of malicious information in dynamic social networks,Mustafa Alassad,2023,6,Computational and Mathematical Organization Theory,https://doi.org/10.1007/s10588-023-09375-6,,,
W4378978290,Scale & society platforms,D,Generative design for COVID-19 and future pathogens using stochastic multi-agent simulation,Bokyung Lee,2023,5,Sustainable Cities and Society,https://doi.org/10.1016/j.scs.2023.104661,,,
W4391545878,Scale & society platforms,D,Raising the Spectrum of Polarization: Generating Issue Alignment with a Weighted Balance Opinion Dynamics Model,Simon Schweighofer,2024,5,Journal of Artificial Societies and Social Simulation,https://doi.org/10.18564/jasss.5323,,,
W4396843748,Scale & society platforms,D,"Simulating Human Society with Large Language Model Agents: City, Social Media, and Economic System",Chen Gao,2024,4,,https://doi.org/10.1145/3589335.3641253,,,
W4396912899,Scale & society platforms,D,LLM-Augmented Agent-Based Modelling for Social Simulations: Challenges and Opportunities,Önder Gürcan,2024,4,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2405.06700,,,
W4400601239,Scale & society platforms,D,Flooding spread of manipulated knowledge in LLM-based multi-agent communities,Tianjie Ju,2026,4,Science China Information Sciences,https://doi.org/10.1007/s11432-024-4663-2,,,
W4387725253,Scale & society platforms,D,EconAgent: Large Language Model-Empowered Agents for Simulating Macroeconomic Activities,Nian Li,2023,4,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2310.10436,,,
W4411120031,Scale & society platforms,D,"SOTOPIA-S4: a user-friendly system for flexible, customizable, and large-scale social simulation",Chao Zhou,2025,4,,https://doi.org/10.18653/v1/2025.naacl-demo.30,,,
W4382403127,Scale & society platforms,D,An Agent-Based Statistical Physics Model for Political Polarization: A Monte Carlo Study,H. T. Diep,2023,4,Entropy,https://doi.org/10.3390/e25070981,,,
W7135239925,Scale & society platforms,D,Towards a foundational platform for generative agents in simulated city environment,Fengli Xu,2026,3,PLOS complex systems.,https://doi.org/10.1371/journal.pcsy.0000093,,,
W4407570917,Scale & society platforms,D,AgentSociety: Large-Scale Simulation of LLM-Driven Generative Agents Advances Understanding of Human Behaviors and Society,Jinghua Piao,2025,3,ArXiv.org,https://doi.org/10.48550/arxiv.2502.08691,,,
W4408926238,Scale & society platforms,D,"An Analysis of How Generative Ai Affects Organization Decision-Making Processes within Organizational Behavior, Using Multi-Agent Systems",Yufeng Wu,2025,3,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5195590,,,
W4388685197,Scale & society platforms,D,Simulating Public Administration Crisis: A Novel Generative Agent-Based Simulation System to Lower Technology Barriers in Social Science Research,Bushi Xiao,2023,3,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2311.06957,,,
W4411120470,Scale & society platforms,D,GenSim: A General Social Simulation Platform with Large Language Model based Agents,Jiakai Tang,2025,3,,https://doi.org/10.18653/v1/2025.naacl-demo.15,,,
W4411220119,Scale & society platforms,D,Impact of mindset types and social community compositions on opinion dynamics: A large language model-based multi-agent simulation study,Guozhu Ding,2025,3,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2025.108730,,,
W4388787757,Scale & society platforms,D,Simulating Opinion Dynamics with Networks of LLM-based Agents,Yun‐Shiuan Chuang,2023,3,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2311.09618,,,
W4388482223,Scale & society platforms,D,ALYMPICS: LLM Agents Meet Game Theory -- Exploring Strategic Decision-Making with AI Agents,Shaoguang Mao,2023,3,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2311.03220,,,
W4395687269,Scale & society platforms,D,Cooperate or Collapse: Emergence of Sustainable Cooperation in a Society of LLM Agents,Giorgio Piatti,2024,3,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2404.16698,,,
W4411827369,Scale & society platforms,D,Exploring the Potential of Conversational AI Support for Agent-Based Social Simulation Model Design,Peer‐Olaf Siebers,2025,3,Journal of Artificial Societies and Social Simulation,https://doi.org/10.18564/jasss.5681,,,
W4410864078,Scale & society platforms,D,Lagged Stance Interactions and Counter-Spiral of Silence: A Data-Driven Analysis and Agent-Based Modeling of Technical Public Opinion Events,Kaihang Zhang,2025,3,Systems,https://doi.org/10.3390/systems13060417,,,
W4399884686,Scale & society platforms,D,Digital cloning of online social networks for language-sensitive agent-based modeling of misinformation spread,Prateek Puri,2024,3,PLoS ONE,https://doi.org/10.1371/journal.pone.0304889,,,
W4405955490,Scale & society platforms,D,TradingAgents: Multi-Agents LLM Financial Trading Framework,"Xiao, Yijia",2024,3,ArXiv.org,https://doi.org/10.48550/arxiv.2412.20138,,,
W4413053358,Scale & society platforms,D,Unveiling the collective behaviors of large language model-based autonomous agents in an online community: A social network analysis perspective,H. S. Chen,2025,2,Data and Information Management,https://doi.org/10.1016/j.dim.2025.100107,,,
W4387596453,Scale & society platforms,D,Large-Language-Model-Powered Agent-Based Framework for Misinformation and Disinformation Research: Opportunities and Open Challenges,Javier Pastor-Galindo,2023,2,ArXiv.org,https://doi.org/10.48550/arxiv.2310.07545,,,
W4411866889,Scale & society platforms,D,Federated Experiments: Generative Causal Inference Powered by LLM-Based Agents Simulation and RAG-Based Domain Docking,Deyu Zhou,2025,2,IEEE/CAA Journal of Automatica Sinica,https://doi.org/10.1109/jas.2024.124671,,,
W4385074689,Scale & society platforms,D,Masculinity Contest Cultures and Inclusive Cultures: Insights From an Agent-Based Model of Organizational Socialization and Promotion,John Meluso,2023,2,,https://doi.org/10.31235/osf.io/tp9b8,,,
W4416037314,Scale & society platforms,D,CitySim: Modeling Urban Behaviors and City Dynamics with Large-Scale LLM-Driven Agent Simulation,Nicolas Bougie,2025,2,,https://doi.org/10.18653/v1/2025.emnlp-industry.15,,,
W4313679723,Scale & society platforms,D,Repulsive Bounded-Confidence Model of Opinion Dynamics in Polarized Communities,Claudia Kann,2023,2,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2301.02210,,,
W4391573062,Scale & society platforms,D,ABMSCORE: a heuristic algorithm for forming strategic coalitions in agent-based simulation,Andrew J. Collins,2024,2,Journal of Simulation,https://doi.org/10.1080/17477778.2024.2311884,,,
W4405832053,Scale & society platforms,D,A New Crowdfunding Model for Financial Inclusion Based on Donations and Interest-Free Debt: A Fuzzy Agent-Based Simulation Approach,Youssef Lamrani Alaoui,2024,2,International Journal of Islamic Finance and Sustainable Development,https://doi.org/10.55188/ijifsd.v16i4.922,,,
W4410636790,Scale & society platforms,D,AgentSociety Challenge: Designing LLM Agents for User Modeling and Recommendation on Web Platforms,Yuwei Yan,2025,1,,https://doi.org/10.1145/3701716.3719233,,,
W4403967533,Scale & society platforms,D,The Use of Generative Artificial Intelligence for Business Decision-Making,Al Mummar,2024,1,The Pinnacle A Journal by Scholar-Practitioners,https://doi.org/10.61643/c16259,,,
W4396905893,Scale & society platforms,D,AgentSpeak: a framework for agent-based modeling with integrated large language models; Case study: analyzing policy interventions in electric vehicle adoption,Gabriele Ansaldo,2023,1,,https://doi.org/10.17760/d20621578,,,
W4410949332,Scale & society platforms,D,"Why Should Next-Gen LLM Multi-Agent Systems Move Beyond Fixed Architectures to Dynamic, Input-Driven Graphs?",Hui Yi Leong,2025,1,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5276004,,,
W4387560004,Scale & society platforms,D,Humanoid Agents: Platform for Simulating Human-like Generative Agents,Zhilin Wang,2023,1,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2310.05418,,,
W7131360617,Scale & society platforms,D,Theory-Informed Generative Agents for Human Mobility Modeling,Hongru Du,2026,1,Research Square,https://doi.org/10.21203/rs.3.rs-8902418/v1,,,
W7125674531,Scale & society platforms,D,GTA: Generative Traffic Agents for Simulating Realistic Mobility Behavior,Simon Lämmer,2026,1,,https://doi.org/10.1145/3772318.3790772,,,
W4416032029,Scale & society platforms,D,Can A Society of Generative Agents Simulate Human Behavior and Inform Public Health Policy? A Case Study on Vaccine Hesitancy,Abe Bohan Hou,2025,1,ArXiv.org,https://doi.org/10.48550/arxiv.2503.09639,,,
W7126406733,Scale & society platforms,D,GPLab: A Generative Agent-Based Framework for Policy Simulation and Evaluation,Shuhan Zhang,2026,1,Journal of Artificial Societies and Social Simulation,https://doi.org/10.18564/jasss.5933,,,
W4404987048,Scale & society platforms,D,Agent-Based Modelling Meets Generative AI in Social Network Simulations,Antonino Ferraro,2024,1,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2411.16031,,,
W4403346085,Scale & society platforms,D,GenSim: A General Social Simulation Platform with Large Language Model based Agents,Jiakai Tang,2024,1,ArXiv.org,https://doi.org/10.48550/arxiv.2410.04360,,,
W4405036134,Scale & society platforms,D,From Individual to Society: A Survey on Social Simulation Driven by Large Language Model-based Agents,Xinyi Mou,2026,1,ACM Computing Surveys,https://doi.org/10.1145/3800683,,,
W4412886853,Scale & society platforms,D,A Parallelized Framework for Simulating Large-Scale LLM Agents with Realistic Environments and Interactions,Jun Zhang,2025,1,,https://doi.org/10.18653/v1/2025.acl-industry.94,,,
W4416035811,Scale & society platforms,D,SPARK: Simulating the Co-evolution of Stance and Topic Dynamics in Online Discourse with LLM-based Agents,Bowen Zhang,2025,1,,https://doi.org/10.18653/v1/2025.emnlp-main.1176,,,
W4405434019,Scale & society platforms,D,Cultural Evolution of Cooperation among LLM Agents,Aron Vallinder,2024,1,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2412.10270,,,
W7124268441,Scale & society platforms,D,Cultural Evolution of Cooperation among LLM Agents,Aron Vallinder,2025,1,,https://doi.org/10.65109/jnmb7739,,,
W4404589758,Scale & society platforms,D,Conversational priming in repetitional responses as a mechanism in language change: evidence from agent-based modelling,Peter Dekker,2024,1,Linguistics Vanguard,https://doi.org/10.1515/lingvan-2023-0187,,,
W4405094899,Scale & society platforms,D,A Survey on Large Language Model-Based Social Agents in Game-Theoretic Scenarios,Xiachong Feng,2024,1,ArXiv.org,https://doi.org/10.48550/arxiv.2412.03920,,,
W4405254490,Scale & society platforms,D,Toward LLM-Agent-Based Modeling of Transportation Systems: A Conceptual Framework,Tianming Liu,2024,1,ArXiv.org,https://doi.org/10.48550/arxiv.2412.06681,,,
W4392683861,Scale & society platforms,D,Variational Inference of Parameters in Opinion Dynamics Models,Jacopo Lenti,2024,1,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2403.05358,,,
W4402510062,Scale & society platforms,D,Generative Agent-Based Models for Complex Systems Research: a review,Yikang Lu,2024,1,ArXiv.org,https://doi.org/10.48550/arxiv.2408.09175,,,
W4399837785,Scale & society platforms,D,AgentReview: Exploring Peer Review Dynamics with LLM Agents,Yiqiao Jin,2024,1,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2406.12708,,,
W4392222472,Scale & society platforms,D,Unveiling the Truth and Facilitating Change: Towards Agent-based Large-scale Social Movement Simulation,Xinyi Mou,2024,1,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2402.16333,,,
W4400694141,Scale & society platforms,D,Unveiling the Collective Behaviors of Large Language Model-Based Autonomous Agents in an Online Community: A Social Network Study,Huiru Chen,2024,0,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.4895723,,,
W4410099856,Scale & society platforms,D,Language Game for Evading Privacy Disclosure Risks via LLM-Based Multi-agent Simulation,Yan Yan,2025,0,Communications in computer and information science,https://doi.org/10.1007/978-981-96-4506-0_28,,,
W4412538197,Scale & society platforms,D,From Swords to Syntax: How LLM Agents Cooperate in the Commons With and Without Sanction Mechanisms,Hugo Dante,2025,0,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5349484,,,
W7115067259,Scale & society platforms,D,Building LLM-Based Artificial Market Simulations: Can LLMs Function as Agents in Multi-agent Simulations for Finance?,Masanori Hirano,2025,0,Lecture notes in computer science,https://doi.org/10.1007/978-3-032-13562-9_5,,,
W7125630737,Scale & society platforms,D,Beliefs in Motion: Simulating Opinion Dynamics via LLM-Powered Community Reactions,Xinyi Liu,2026,0,Lecture notes in computer science,https://doi.org/10.1007/978-3-032-13513-1_25,,,
W7130384783,Scale & society platforms,D,ALERA: An Entropy-Based LLM Multi-Agent Framework for Dynamic Risk Quantification in Quantitative Investing,Wang Se,2025,0,,https://doi.org/10.1109/bigdia68682.2025.11382737,,,
W7134162714,Scale & society platforms,D,SAMAG: Structure-Aware Multi-Agent Graph Generation with Large Language Models,Jingcheng Cen,2025,0,,https://doi.org/10.1109/bigdata66926.2025.11402080,,,
W7134180559,Scale & society platforms,D,LLM-Based Multi-Agent System for Simulating Strategic and Goal-Oriented Data Marketplaces,Jun Sashihara,2025,0,,https://doi.org/10.1109/bigdata66926.2025.11401758,,,
W7134194249,Scale & society platforms,D,Cognitive SOC: Evidence-Backed Narrative Generation for Security Operations with Multi-Agent LLM Architecture,Saeid Sheikhi,2025,0,,https://doi.org/10.1109/bigdata66926.2025.11401968,,,
W7153783676,Scale & society platforms,D,PoliSim@CHI 2026: LLM Agent Simulation for Policy,Yuxuan Li,2026,0,,https://doi.org/10.1145/3772363.3778738,,,
W7161759069,Scale & society platforms,D,Diversity Collapse in Multi-agent LLM Workflows: A Quantitative Simulation Study,Hideki Muto,2026,0,Lecture notes on data engineering and communications technologies,https://doi.org/10.1007/978-3-032-22795-9_7,,,
W7162036279,Scale & society platforms,D,LLM-X: A Scalable Negotiation-Oriented Exchange for Communication Among Personal LLM Agents,Giuliano Lorenzoni,2026,0,,https://doi.org/10.1145/3786167.3788429,,,
W7162082447,Scale & society platforms,D,Does Safety Molt? Evaluating LLM Safety in Multi-Agent Social Environments,Aman Priyanshu,2026,0,,https://doi.org/10.1145/3786335.3813173,,,
W7162205121,Scale & society platforms,D,BotSphere: A Multi-agent Framework for Modeling Social Bot Influence on Public Opinion Dynamics,Kai Yang,2026,0,Communications in computer and information science,https://doi.org/10.1007/978-981-95-9507-5_27,,,
W7162343006,Scale & society platforms,D,Two Sides of the Same Coin: An E-Commerce Ecosystem Agent-Based Simulation,Gero Strobel,2026,0,Lecture notes in information systems and organisation,https://doi.org/10.1007/978-3-032-08489-7_14,,,
W7140077113,Scale & society platforms,D,Too Open for Opinion? Embracing Open-Endedness in Large Language Models for Social Simulation,Bolei Ma,2026,0,,https://doi.org/10.18653/v1/2026.eacl-long.89,,,
W4405298817,Critique & validation,E,Generative language models exhibit social identity biases,Tiancheng Hu,2024,66,Nature Computational Science,https://doi.org/10.1038/s43588-024-00741-1,yes_method,GT_AGGREGATE,False
W4385849309,Critique & validation,E,ChatEval: Towards Better LLM-based Evaluators through Multi-Agent Debate,Chi-Min Chan,2023,54,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2308.07201,yes_method,GT_FIXED,False
W4391545885,Critique & validation,E,Methods That Support the Validation of Agent-Based Models: An Overview and Discussion,Andrew J. Collins,2024,52,Journal of Artificial Societies and Social Simulation,https://doi.org/10.18564/jasss.5258,no,NONE,False
W4402670146,Critique & validation,E,InjecAgent: Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents,Qiusi Zhan,2024,49,,https://doi.org/10.18653/v1/2024.findings-acl.624,no,NONE,False
W4396832847,Critique & validation,E,Deus Ex Machina and Personas from Large Language Models: Investigating the Composition of AI-Generated Persona Descriptions,Joni Salminen,2024,46,,https://doi.org/10.1145/3613904.3642036,yes_method,OPEN_RATING,False
W4404792888,Critique & validation,E,When ”A Helpful Assistant” Is Not Really Helpful: Personas in System Prompts Do Not Improve Performances of Large Language Models,Mingqian Zheng,2024,39,,https://doi.org/10.18653/v1/2024.findings-emnlp.888,no,NONE,False
W4404782785,Critique & validation,E,Systematic Biases in LLM Simulations of Debates,Amir Taubenfeld,2024,37,,https://doi.org/10.18653/v1/2024.emnlp-main.16,yes_method,GT_FIXED,False
W4389520377,Critique & validation,E,CoMPosT: Characterizing and Evaluating Caricature in LLM Simulations,Myra Cheng,2023,36,,https://doi.org/10.18653/v1/2023.emnlp-main.669,yes_method,GT_AGGREGATE,False
W4389494455,Critique & validation,E,The Challenge of Using LLMs to Simulate Human Behavior: A Causal Inference Perspective,George Gui,2023,36,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.4650172,critique_only,NONE,False
W4404986534,Critique & validation,E,A Survey on LLM-as-a-Judge,Jiawei Gu,2024,34,PubMed,https://doi.org/10.48550/arxiv.2411.15594,no,NONE,False
W4317831476,Critique & validation,E,"Modeling, Replicating, and Predicting Human Behavior: A Survey",Andrew Fuchs,2023,32,ACM Transactions on Autonomous and Adaptive Systems,https://doi.org/10.1145/3580492,no,NONE,False
W4402672029,Critique & validation,E,Rethinking the Bounds of LLM Reasoning: Are Multi-Agent Discussions the Key?,Qineng Wang,2024,32,,https://doi.org/10.18653/v1/2024.acl-long.331,no,NONE,False
W4405461402,Critique & validation,E,Large language models display human-like social desirability biases in Big Five personality surveys,Aadesh Salecha,2024,31,PNAS Nexus,https://doi.org/10.1093/pnasnexus/pgae533,yes_method,GT_FIXED,False
W4412877164,Critique & validation,E,Evaluation and Benchmarking of LLM Agents: A Survey,Mahmoud Mohammadi,2025,30,,https://doi.org/10.1145/3711896.3736570,no,NONE,False
W4405253355,Critique & validation,E,LLMs-as-Judges: A Comprehensive Survey on LLM-based Evaluation Methods,Haitao Li,2024,30,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2412.05579,no,NONE,False
W4404782219,Critique & validation,E,R-Judge: Benchmarking Safety Risk Awareness for LLM Agents,Tongxin Yuan,2024,28,,https://doi.org/10.18653/v1/2024.findings-emnlp.79,yes_method,BENCH,False
W4400688542,Critique & validation,E,Quantifying the uncertainty of LLM hallucination spreading in complex adaptive social networks,Guozhi Hao,2024,28,Scientific Reports,https://doi.org/10.1038/s41598-024-66708-4,no,NONE,False
W4402670103,Critique & validation,E,MatPlotAgent: Method and Evaluation for LLM-Based Agentic Scientific Data Visualization,Zhiyu Yang,2024,25,,https://doi.org/10.18653/v1/2024.findings-acl.701,yes_method,BENCH,False
W4400142639,Critique & validation,E,Understanding Human-AI Workflows for Generating Personas,Joongi Shin,2024,25,Designing Interactive Systems Conference,https://doi.org/10.1145/3643834.3660729,no,NONE,False
W4410176054,Critique & validation,E,Generative AI Meets Open-Ended Survey Responses: Research Participant Use of AI and Homogenization,Simone Zhang,2025,23,Sociological Methods & Research,https://doi.org/10.1177/00491241251327130,yes_method,OPEN_RATING,False
W4404780931,Critique & validation,E,TrustAgent: Towards Safe and Trustworthy LLM-based Agents,Wenyue Hua,2024,21,,https://doi.org/10.18653/v1/2024.findings-emnlp.585,no,NONE,False
W4403222200,Critique & validation,E,"Personality testing of large language models: limited temporal stability, but highlighted prosociality",Bojana Bodroža,2024,19,Royal Society Open Science,https://doi.org/10.1098/rsos.240180,yes_method,GT_FIXED,False
W4385952870,Critique & validation,E,Gender equity in hiring: examining the effectiveness of a personality-based algorithm,Emeric Kubiak,2023,18,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2023.1219865,no,NONE,False
W4388703015,Critique & validation,E,How to conduct more systematic reviews of agent-based models and foster theory development - Taking stock and looking ahead,Sebastian Achter,2023,18,Environmental Modelling & Software,https://doi.org/10.1016/j.envsoft.2023.105867,no,NONE,False
W4389519968,Critique & validation,E,Manipulating the Perceived Personality Traits of Language Models,Graham Caron,2023,18,,https://doi.org/10.18653/v1/2023.findings-emnlp.156,yes_method,OPEN_RATING,True
W4408589781,Critique & validation,E,“You Always Get an Answer”: Analyzing Users’ Interaction with AI-Generated Personas Given Unanswerable Questions and Risk of Hallucination,Ilkka Kaate,2025,15,,https://doi.org/10.1145/3708359.3712160,yes_method,OPEN_RATING,True
W4402670044,Critique & validation,E,Evaluating Large Language Model Biases in Persona-Steered Generation,Andy Liu,2024,14,,https://doi.org/10.18653/v1/2024.findings-acl.586,yes_method,GT_AGGREGATE,False
W4407207546,Critique & validation,E,Against The Achilles' Heel: A Survey on Red Teaming for Generative Models,Lizhi Lin,2025,13,Journal of Artificial Intelligence Research,https://doi.org/10.1613/jair.1.17654,no,NONE,False
W4388788960,Critique & validation,E,"When ""A Helpful Assistant"" Is Not Really Helpful: Personas in System Prompts Do Not Improve Performances of Large Language Models",Mingqian Zheng,2023,13,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2311.10054,yes_method,BENCH,False
W4407405457,Critique & validation,E,AI can outperform humans in predicting correlations between personality items,Philipp Schoenegger,2025,12,Communications Psychology,https://doi.org/10.1038/s44271-025-00205-w,yes_method,GT_AGGREGATE,False
W4391800042,Critique & validation,E,A Survey on Large Language Model Hallucination via a Creativity Perspective,Xuhui Jiang,2024,11,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2402.06647,no,NONE,False
W4412206278,Critique & validation,E,The Problems of LLM-generated Data in Social Science Research,Luca Rossi,2024,11,DiVA (Linkoping University),https://doi.org/10.6092/issn.1971-8853/19576,critique_only,NONE,False
W4388555895,Critique & validation,E,Bias Runs Deep: Implicit Reasoning Biases in Persona-Assigned LLMs,Shashank Gupta,2023,11,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2311.04892,no,NONE,False
W4392677961,Critique & validation,E,AutoDefense: Multi-Agent LLM Defense against Jailbreak Attacks,Yifan Zeng,2024,11,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2403.04783,no,NONE,False
W4404781733,Critique & validation,E,Towards Implicit Bias Detection and Mitigation in Multi-Agent LLM Interactions,Angana Borah,2024,11,,https://doi.org/10.18653/v1/2024.findings-emnlp.545,no,NONE,False
W4379933644,Critique & validation,E,"Personality testing of Large Language Models: Limited temporal stability, but highlighted prosociality",Bojana Bodroža,2023,10,ArXiv.org,https://doi.org/10.48550/arxiv.2306.04308,yes_method,GT_FIXED,False
W4416344211,Critique & validation,E,Validation is the central challenge for generative social simulation: a critical review of LLMs in agent-based modeling,Maik Larooij,2025,9,Artificial Intelligence Review,https://doi.org/10.1007/s10462-025-11412-6,critique_only,NONE,False
W4400611399,Critique & validation,E,On LLM Wizards: Identifying Large Language Models' Behaviors for Wizard of Oz Experiments,Jingchao Fang,2024,9,,https://doi.org/10.1145/3652988.3673967,critique_only,NONE,False
W4406851161,Critique & validation,E,Synthetic users: insights from designers’ interactions with persona-based chatbots,Heng Gu,2025,9,Artificial intelligence for engineering design analysis and manufacturing,https://doi.org/10.1017/s0890060424000283,no,NONE,False
W4415289348,Critique & validation,E,A Survey on Evaluation of LLM-based Agents,Asaf Yehudai,2025,8,,https://doi.org/10.18653/v1/2026.findings-acl.1330,no,NONE,False
W4411119880,Critique & validation,E,Adaptive Attacks Break Defenses Against Indirect Prompt Injection Attacks on LLM Agents,Qiusi Zhan,2025,8,,https://doi.org/10.18653/v1/2025.findings-naacl.395,no,NONE,False
W4401201613,Critique & validation,E,The Emerged Security and Privacy of LLM Agent: A Survey with Case Studies,Feng He,2025,7,ACM Computing Surveys,https://doi.org/10.1145/3773080,no,NONE,False
W4391673229,Critique & validation,E,Can Large Language Model Agents Simulate Human Trust Behavior?,Chengxing Xie,2024,7,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2402.04559,yes_method,GT_AGGREGATE,False
W4412889677,Critique & validation,E,The Task Shield: Enforcing Task Alignment to Defend Against Indirect Prompt Injection in LLM Agents,Feiran Jia,2025,7,,https://doi.org/10.18653/v1/2025.acl-long.1435,no,NONE,False
W4396913486,Critique & validation,E,Limited Ability of LLMs to Simulate Human Psychological Behaviours: a Psychometric Analysis,Nikolay Petrov,2024,6,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2405.07248,yes_method,GT_FIXED,False
W4402671390,Critique & validation,E,"Conformity, Confabulation, and Impersonation: Persona Inconstancy in Multi-Agent LLM Collaboration",Razan Baltaji,2024,6,,https://doi.org/10.18653/v1/2024.c3nlp-1.2,yes_method,OPEN_RATING,True
W4411120383,Critique & validation,E,AI-LieDar : Examine the Trade-off Between Utility and Truthfulness in LLM Agents,SU Zhe,2025,6,,https://doi.org/10.18653/v1/2025.naacl-long.595,yes_method,OPEN_RATING,True
W4411120637,Critique & validation,E,Unmasking Implicit Bias: Evaluating Persona-Prompted LLM Responses in Power-Disparate Social Scenarios,Bryan Chen Zhengyu Tan,2025,6,,https://doi.org/10.18653/v1/2025.naacl-long.50,yes_method,OPEN_RATING,True
W4416035019,Critique & validation,E,PersonaGym: Evaluating Persona Agents and LLMs,Vinay Samuel,2025,5,,https://doi.org/10.18653/v1/2025.findings-emnlp.368,yes_method,OPEN_RATING,True
W4391948939,Critique & validation,E,Quantifying the Persona Effect in LLM Simulations,Tiancheng Hu,2024,5,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2402.10811,yes_method,GT_AGGREGATE,False
W4387560371,Critique & validation,E,Put Your Money Where Your Mouth Is: Evaluating Strategic Planning and Execution of LLM Agents in an Auction Arena,Jiangjie Chen,2023,5,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2310.05746,yes_method,BENCH,False
W4412887867,Critique & validation,E,Towards a Design Guideline for RPA Evaluation: A Survey of Large Language Model-Based Role-Playing Agents,Chaoran Chen,2025,5,,https://doi.org/10.18653/v1/2025.findings-acl.938,yes_method,GT_AGGREGATE,False
W4395454638,Critique & validation,E,How do Generative Language Models Answer Opinion Polls?,Julien Boelaert,2024,5,,https://doi.org/10.31235/osf.io/r2pnb,yes_method,GT_AGGREGATE,False
W7126417061,Critique & validation,E,LLM Agents in Interaction: Measuring Personality Consistency and Linguistic Alignment in Interacting Populations of Large Language Models,Ivar Frisch,2024,5,,https://doi.org/10.18653/v1/2024.personalize-1.9,yes_method,OPEN_RATING,True
W4378711567,Critique & validation,E,Role-Play with Large Language Models,Murray Shanahan,2023,5,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2305.16367,no,NONE,False
W4361983517,Critique & validation,E,Social Simulation Models as Refuting Machines,Nicolas Mauhé,2023,5,Journal of Artificial Societies and Social Simulation,https://doi.org/10.18564/jasss.5076,no,NONE,False
W4389272899,Critique & validation,E,Assessing Bias in LLM-Generated Synthetic Datasets: The Case of German Voter Behavior,Leah von der Heyde,2023,5,,https://doi.org/10.31235/osf.io/97r8s,yes_method,GT_AGGREGATE,False
W4388585374,Critique & validation,E,Challenging the Validity of Personality Tests for Large Language Models,Tom Sühr,2023,5,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2311.05297,yes_method,GT_FIXED,False
W4409719234,Critique & validation,E,LLM Social Simulations Are a Promising Research Method,Jacy Reese Anthis,2025,4,ArXiv.org,https://doi.org/10.48550/arxiv.2504.02234,critique_only,NONE,False
W4401201013,Critique & validation,E,PersonaGym: Evaluating Persona Agents and LLMs,Vinay Samuel,2024,4,ArXiv.org,https://doi.org/10.48550/arxiv.2407.18416,yes_method,OPEN_RATING,True
W4404783265,Critique & validation,E,An Electoral Approach to Diversify LLM-based Multi-Agent Collective Decision-Making,Xiutian Zhao,2024,4,,https://doi.org/10.18653/v1/2024.emnlp-main.158,no,NONE,False
W4403880476,Critique & validation,E,Can Machines Think Like Humans? A Behavioral Evaluation of LLM-Agents in Dictator Games,Ji Ma,2024,4,,https://doi.org/10.31235/osf.io/s37ax,yes_method,GT_AGGREGATE,False
